"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cayman Islands","CYM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59910","61850","42510","37500","36380","38100","40050","41790","","","",
"Cyprus","CYP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13240","13440","14630","14730","15590","16190","16440","16800","19320","18530","19470","21240","22340","23270","24460","26320","28310","30740","34260","33820","32970","34190","31610","30020","29280","31610","34300","36810","38930","39850","36840",
"Czech Republic","CZE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11820","12180","12800","13720","14440","14600","14760","15110","15930","17130","17600","18860","19920","21070","22400","24560","26270","25860","25810","26660","27370","28860","30270","31570","33660","36630","38800","40360","",
"Germany","DEU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19630","21020","21730","21860","22740","23480","24020","24520","25200","26110","27060","28180","28870","29570","31500","32060","34690","36770","38160","37670","39760","43630","44400","46040","47950","48760","51810","54060","56290","57410","",
"Djibouti","DJI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4210","4490","4850","4950","5100","5520","5610","",
"Dominica","DMA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4190","4350","4540","4760","4770","4970","5140","5420","5780","5720","5750","6160","6000","6510","6780","7100","7980","8630","9490","9570","9830","9980","9570","9860","10560","10690","11630","11050","11840","12380","",
"Denmark","DNK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17580","18350","19160","19680","21160","22230","23220","24470","25450","26370","28020","29020","30260","30510","32950","34430","37740","39150","41740","40760","43740","45340","45820","48210","49640","50550","53250","56070","58760","62120","",
"Dominican Republic","DOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3540","3620","4040","4290","4440","4710","5030","5490","5820","6140","6480","6680","6990","6760","6910","7920","8830","9600","10110","10160","11000","11410","11430","11890","12820","14130","15420","15940","17320","18270","",
"Algeria","DZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6660","6510","6690","6630","6530","6710","6980","7120","7490","7690","8030","8500","8930","9620","10140","10840","11310","12130","12550","12600","13060","13360","13060","12770","12710","11690","11510","11560","11620","11700","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1418.81601509844","1556.6590386894","1730.78970180124","1934.72401072557","2161.34025050286","2368.53906560495","2594.42743909102","2786.01635383553","2797.42726929184","2966.12535501266","3231.86122050324","3496.38575507272","3803.46061480803","4173.31318852293","4627.84902881282","5154.04258636337","5849.16077972993","6687.82598383435","7349.41803942477","7845.35658041312","8637.87149800416","9450.77388488528","10281.9618820876","10821.944628171","11406.3008846878","11693.1029244616","12212.6673963216","12901.8795531772","13919.3343456731","14972.2252129519","",
